Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1460,16664605,"Nathaniel Shou","2026-08-05 17:51:47",722.3,2,nathanielshou
1461,16673205,"Arda Ceylan","2026-08-07 18:45:45",722.2,2,ardacey
1462,16658409,AlexMasip,"2026-08-06 07:49:52",721.8,2,alexmasip
1463,16680297,"Ajay Singh","2026-08-08 04:33:24",721.7,2,ajaysinghg
1464,16661318,"Zeel Kadvani","2026-08-06 09:31:18",721.4,2,zeelkadvani
1465,16678602,"hassan manour","2026-08-07 12:52:23",721.1,1,hassanmanour
1466,16624625,"Harsha Vardhan","2026-08-05 11:06:42",720.6,2,harshacode101
1467,16632735,"No Free Lunch, Only Melons","2026-07-31 18:46:54",720.3,1,kawaharataishi
1468,16658973,"not today","2026-08-05 05:57:14",720.1,2,cemhan44
1469,16654463,Mark,"2026-08-07 21:45:46",719.2,2,robotmf
1470,16663909,HDPark,"2026-08-08 06:54:21",718.6,2,hdpark
1471,16659951,"CHRISTOPHER CRILLY","2026-08-06 12:33:54",718.5,2,christophercrilly
1472,16666084,"Andaç Demirdelen","2026-08-08 06:45:49",718.1,2,andacdemirdelen
1473,16668089,Goller,"2026-08-06 14:19:03",717.7,2,goller
1474,16640472,"Vsevolod Rakita","2026-08-06 11:21:03",717.4,2,vsevolodrakita
1475,16658665,ChandramouliNagasundaram,"2026-08-07 11:59:01",717.4,2,mouliindian
1476,16657794,"Aromal vK","2026-08-06 15:35:11",717.2,2,aromalvk
1477,16664370,"Joel Arias","2026-08-06 17:29:01",716.7,1,j4rias
1478,16632777,"Alexandrine Cakpo","2026-08-01 20:19:35",715.7,2,alexandrinecakpo
1479,16674540,"Pratik Priyanshu","2026-08-07 18:28:12",714.4,2,pratikpriyanshu5
1480,16673333,"Dimas Renggana","2026-08-06 23:40:39",714.1,2,dimasrenggana
1481,16665311,"huayang sun","2026-08-07 01:57:30",713.4,2,okami001
1482,16665084,"Wei Han","2026-08-08 06:22:00",713.1,2,weihan87
1483,16658820,"Jonathan Ashenaf1","2026-08-07 21:31:08",712.7,2,jonathanashenaf1
1484,16659412,yesterdays_rebel,"2026-08-05 04:45:57",712.6,2,irfanparaniya
1485,16664267,"Alan T. Andrea","2026-08-08 03:19:59",712.1,2,alantandrea
1486,16660173,"PAULO HENRIQUE DE LIMA","2026-08-06 02:42:20",711.8,1,paulohenriquedelima
1487,16660360,"Joey Gonzales","2026-08-05 00:00:47",711.4,2,joeygonzales
1488,16676155,"Adam Carnaffan","2026-08-07 16:48:03",709.4,2,adamcarnaffan
1489,16685618,"Krupa Vardhan","2026-08-07 18:33:59",709.2,2,krupavardhan
1490,16685982,Snorf,"2026-08-08 02:33:06",708.4,2,snorfyang
1491,16663457,Furqan102102,"2026-08-07 19:19:20",707.8,2,furqan102102
1492,16669545,"Rishabh Gupta","2026-08-06 18:19:04",707.5,2,rishabhguptajs
1493,16651167,ArmanVardanyan07,"2026-08-03 22:43:13",707.2,2,armanvardanyan07
1494,16666597,Ramkumar4240,"2026-08-07 09:58:48",706.9,2,ramkumar4240
1495,16672463,"Muzammil Baloch","2026-08-07 12:45:39",706.1,2,muzammilbaloch
1496,16658074,"Qui Ngx","2026-08-05 05:57:15",706.0,2,quingx
1497,16665120,nobody,"2026-08-07 08:19:48",706.0,2,rajesh1729
1498,16665759,"Shawn Zhang","2026-08-07 06:45:59",705.0,2,shawnzhang0318
1499,16638177,stpete_ishii,"2026-08-03 12:24:22",704.5,2,stpeteishii
1500,16654890,"Josh Hipps","2026-08-06 14:16:49",704.3,2,joshuahipps
1501,16630274,yutoAb,"2026-08-05 11:15:50",703.9,2,yutoab
1502,16660419,"Kai-Shih Chiu","2026-08-06 12:54:22",703.7,2,kaishihchiu
1503,16661099,TheSven,"2026-08-06 17:05:25",703.0,2,thesven
1504,16662103,"Saravana Thiagarajan K","2026-08-05 21:43:42",702.9,2,saravanatk1984
1505,16635065,T88,"2026-08-06 00:56:10",701.9,2,t88take
1506,16656883,KK,"2026-08-05 10:27:15",701.6,2,kkonzyb
1507,16657400,indrapurnama,"2026-08-08 05:42:05",700.3,2,indr0008
1508,16666988,"Sarthak Vedant Mohanty","2026-08-08 00:10:11",699.9,2,sarthakvedantmohanty
1509,16681369,GanadorPlusUltra,"2026-08-07 11:14:58",699.9,2,ganadorplusultra
1510,16662057,DeokJin,"2026-08-05 04:01:38",699.5,2,deokjin
1511,16687942,"Arya Arun","2026-08-08 00:25:39",699.2,1,aryaarun07
1512,16658151,"Nguyễn Phúc Gia Bảo","2026-08-06 15:15:07",697.8,2,kevincrazy678
1513,16622809,"German Vdovin","2026-08-03 00:38:01",697.6,2,ertrerhtytmnbdsefdw
1514,16682876,"Kartik Garg","2026-08-07 09:48:20",697.5,2,kartikgarg97
1515,16665046,"Srish Jana","2026-08-06 18:12:59",696.8,2,srishjana
1516,16623316,"Ondrew Zudin","2026-08-06 23:08:41",696.6,2,ondrewzudin
1517,16666328,"Dornus !","2026-08-05 21:53:19",696.1,2,dornus
1518,16661832,"Roberto Garcia","2026-08-08 05:20:50",693.0,2,robertogarciada
1519,16632253,nasuuuuun,"2026-08-04 13:30:11",693.0,2,hikarumatsuzaki
1520,16668648,"Mason R. Brito","2026-08-07 04:29:13",692.6,2,masonrbrito
1521,16637776,MarvelousXun,"2026-08-03 09:33:38",692.4,2,marvelousxun
1522,16656709,"Anh-Vu Mai-Nguyen","2026-08-08 02:18:13",691.3,2,mainguyenanhvu
1523,16682915,"igeo kK","2026-08-07 13:09:36",691.2,2,igeokk
1524,16676885,"Riva Kajangu","2026-08-07 15:18:17",690.4,2,rivakajangu
1525,16655629,Mai_Konare,"2026-08-05 12:47:36",689.8,2,maikonare
1526,16659125,"Meet Parekh","2026-08-07 16:38:01",689.4,2,meetparekh1
1527,16671980,601918_กิตติพงศ์,"2026-08-07 14:22:58",689.2,2,bluexg5502
1528,16679371,ΛYMΞNRH,"2026-08-08 00:32:53",688.9,2,aymnrh
1529,16663590,"Jakub Dolének","2026-08-05 11:06:56",688.3,2,dolenek
1530,16663622,sammuq1,"2026-08-07 21:43:19",688.2,2,sammuq1
1531,16653222,StevenYuan7788,"2026-08-05 02:16:11",687.0,2,stevenyuan7788
1532,16659025,"Mohammed Naseef","2026-08-05 09:01:20",686.4,2,mohammednaseef
1533,16659828,"Lebansty Valan","2026-08-06 10:57:34",686.4,2,lebanstyvalan
1534,16675063,Tian_Wang1210,"2026-08-08 02:53:45",686.2,2,tianwang1210
1535,16669118,"yunus yavuz","2026-08-05 21:51:21",685.8,2,yunusyvz
1536,16656689,"Vansh Gupta","2026-08-05 06:58:57",685.2,2,vanshrl9ine
1537,16658775,"Vincent Pan","2026-08-08 06:59:34",684.7,2,"judithhong,vincentpan2005"
1538,16675264,"Alon Bar Koter","2026-08-06 16:16:43",684.1,2,alonbarkoter
1539,16670779,"Aditya Dube","2026-08-06 01:41:24",684.1,2,dubeaditya
1540,16659896,TedT,"2026-08-07 21:03:44",683.5,2,fdsaur
1541,16684947,Hoaquason,"2026-08-08 06:53:56",683.3,2,"datnguyen0102,mibombaclat"
1542,16638645,ChrisDavis,"2026-08-03 23:29:34",683.0,2,alpacas
1543,16654596,"khusham sheth","2026-08-07 12:08:19",682.8,2,khushamsheth
1544,16625241,"Mutoy Choi","2026-08-02 08:18:17",682.5,2,mutoy1
1545,16657553,graceyunliu,"2026-08-08 02:28:44",682.5,2,graceyunliu
1546,16668175,el_dedalus,"2026-08-06 14:48:01",682.5,2,eldedalus
1547,16660670,"Chirag Bhatnagar","2026-08-06 04:50:44",682.3,2,chiragbhatn
1548,16632100,"Mohit Shirke","2026-08-07 17:55:11",682.2,2,orcivion
1549,16663998,"Harith Al-Ani","2026-08-07 12:39:25",681.5,2,abo3losh
1550,16668354,"ashraf saiyed","2026-08-06 05:03:02",681.4,2,ashrafsaiyed58
1551,16659813,"Uday Kumar R","2026-08-06 06:05:59",680.8,2,udaykumarramineni
1552,16662201,"Saumitra Verma","2026-08-04 18:28:36",680.4,2,saumitraverma
1553,16630249,"Aymar Avohoueme","2026-08-01 20:38:57",680.1,2,aymaravohoueme
1554,16621802,fgwiebfaoish,"2026-07-30 23:38:52",680.0,2,fgwiebfaoish
1555,16663213,"Takahiro Someya","2026-08-06 04:52:04",679.8,2,takahirosomeya
1556,16659181,Hongjie04,"2026-08-05 04:07:04",679.7,2,hongjie04
1557,16664359,"Apil Khadka","2026-08-06 12:55:47",679.2,2,apilkhadka
1558,16672657,"Lochan Naik","2026-08-07 08:41:44",679.2,2,lochannaik
1559,16656317,"Manu Rahi","2026-08-06 16:43:55",679.2,2,manurathi
1560,16683918,Thuytien,"2026-08-07 17:20:33",678.4,2,thuytien200529
1561,16671694,evananann,"2026-08-07 09:28:28",677.7,2,evananann
1562,16661443,"STEPHEN ASANTE OPOKU","2026-08-04 16:45:41",677.5,1,stephenasanteopoku
1563,16664360,"Rohan L","2026-08-08 02:56:53",677.1,2,rohanlopes
1564,16655072,Sonuaswar1,"2026-08-04 07:33:47",676.2,2,sonuaswar1
1565,16623302,"Raffi Ardhi Naufal","2026-07-31 18:31:57",675.8,1,raffiardhi
1566,16678288,"Speedrun retirement","2026-08-07 11:36:13",675.6,2,josephkimanikamau
1567,16671364,"Mike Riggs","2026-08-07 00:48:20",675.5,2,riggsasi
1568,16663708,"Imran Ahamed","2026-08-05 05:22:28",675.3,2,immu4989
1569,16666637,"Uttam Limbani","2026-08-07 13:41:14",675.1,2,uttamlimbani
1570,16672078,vietlinhh02,"2026-08-07 11:25:15",674.5,2,vietlinhh02
1571,16675960,"Audric LOKO","2026-08-07 10:00:06",674.3,2,audricloko
1572,16670708,"Mohammad Usman Sajid","2026-08-07 21:46:51",674.2,2,mohammadusmansajid
1573,16664217,Shushantw,"2026-08-08 02:29:35",673.2,2,shushantw
1574,16660850,"Khoa Le","2026-08-05 13:23:55",672.8,2,bryanle2025
1575,16639408,Invictus,"2026-08-04 11:13:25",672.6,2,nicho256
1576,16659645,Drakus_Julia,"2026-08-07 01:34:22",672.6,2,drakus74
1577,16660214,ytddsyt1214,"2026-08-06 01:43:51",672.3,2,ytddsyt1214
1578,16640701,momoon,"2026-08-06 14:51:58",672.3,2,nomuraryota
1579,16623112,Tians12,"2026-08-06 18:10:26",672.1,2,tiansang12
1580,16676663,"This cat is called Fumi","2026-08-07 00:44:54",671.8,2,qwer556617123
1581,16658779,"Richard G Atkinson","2026-08-05 00:29:59",671.6,2,richardgatkinson
1582,16654068,"Renoir Vieira","2026-08-07 03:56:50",671.5,2,renoirvieira0
1583,16671659,Jiang,"2026-08-07 05:09:23",671.4,1,jncq2006
1584,16664142,"The Studio 1","2026-08-07 01:39:19",671.3,2,landonsheatsley
1585,16662043,"Hengcong Zhu","2026-08-05 14:46:24",670.9,2,hengcongzhu
1586,16685743,"Alex Oranov","2026-08-07 23:14:53",669.9,1,aoranov
1587,16682984,"Rishikesh Bharat Koli","2026-08-08 04:18:06",669.8,2,rishikeshbharatkoli
1588,16662647,"Ruben Maya","2026-08-08 03:21:44",669.6,2,rubenmaya
1589,16662741,"Abhiraj Govind","2026-08-04 18:01:16",669.2,1,abhirajgovind
1590,16635233,"Szymon Kłapiński","2026-08-03 10:04:12",669.0,2,szymonkapiski
1591,16665622,one,"2026-08-08 04:03:49",668.5,2,richardsplayground
1592,16661754,edwinis,"2026-08-07 17:09:50",668.5,2,edwinis
1593,16623646,"Minal kharat123","2026-08-06 15:42:39",668.2,2,minalkharat123
1594,16663407,Denis,"2026-08-07 20:03:29",668.2,2,matsiusheuski
1595,16655075,"Félix Rodríguez Roble","2026-08-04 09:16:25",667.9,2,flixrodrguezroble
1596,16668562,"Anthony LOISEAU","2026-08-06 16:07:52",667.5,2,anthonyloiseau
1597,16659210,HASHP100D,"2026-08-08 00:08:47",667.3,2,hashp100d
1598,16664706,olivbhxf,"2026-08-06 07:10:34",667.2,2,olivbhxf
1599,16628487,"Koichi HIRAOKA","2026-08-01 08:42:40",667.2,2,koichihiraoka
1600,16664140,Sxwat,"2026-08-07 08:57:23",667.0,2,aybatov
1601,16660081,fakyyy,"2026-08-06 14:12:44",666.8,2,manideepreddyakula
1602,16623712,Dapp,"2026-08-03 23:09:19",665.9,2,lgloria
1603,16637031,"and more","2026-08-06 01:35:25",665.5,2,kym2022
1604,16664266,"Ian Chung","2026-08-07 23:32:55",665.2,2,iannnnn012345
1605,16665042,Neo_0x3f,"2026-08-05 06:42:59",664.3,2,neo0x3f
1606,16634790,"Steven Lui","2026-08-03 12:22:08",664.3,2,stevenlui
1607,16653809,acbabc123,"2026-08-04 13:53:53",662.6,2,acbabc123
1608,16666371,jiten_topiwala,"2026-08-07 14:33:32",662.4,2,jitentopiwala
1609,16661596,t@got@go,"2026-08-06 08:47:18",662.0,2,kamdaanahessod
1610,16666578,STRAF,"2026-08-07 12:18:34",661.7,2,nikosstraf
1611,16631480,"Kumar Abhijeet","2026-07-31 13:29:40",661.3,1,krabhijeet
1612,16664666,"Rheal Thomas","2026-08-07 19:26:18",660.6,2,rhealthomas
1613,16661449,"Samarjeet Singh","2026-08-07 11:42:58",659.8,2,samarjeet010
1614,16658909,junesdata,"2026-08-06 15:14:26",659.5,2,junesdata
1615,16661100,"Muhammad Junaid","2026-08-05 07:26:21",659.4,2,junaid512
1616,16630335,"Solve Langseth","2026-08-05 06:48:57",658.9,2,solvelangseth
1617,16672103,"fred mahinay","2026-08-08 06:36:21",658.5,2,fredmahinay
1618,16664293,"Adam Lloyd","2026-08-08 04:22:29",658.0,2,alloyd256
1619,16633069,"Nur Srijan","2026-08-06 12:55:34",657.2,2,nursrijan
1620,16688108,Special_octo20,"2026-08-08 06:33:46",656.2,2,specialocto20
1621,16665692,Straw_hats,"2026-08-08 05:13:10",655.9,2,charanno
1622,16666055,Axit,"2026-08-06 10:16:15",655.5,2,axitslab
1623,16677585,Pan,"2026-08-07 13:54:22",654.8,2,mehdiacho
1624,16665511,phoenix_merk,"2026-08-05 09:46:25",654.7,2,phoenixmerk
1625,16659000,xjlgg123,"2026-08-05 09:50:02",654.4,2,xjlgg123
1626,16656107,Aotokitsuruya,"2026-08-07 15:37:40",654.4,2,elct9620
1627,16641009,"Marius Kirschner","2026-08-03 08:41:47",654.4,2,mariuskirschner
1628,16645426,Jun_value,"2026-08-07 01:24:58",653.7,2,junvalue
1629,16662995,"carlos mario de oro aguado","2026-08-06 21:08:28",651.8,2,cdeoroaguado
1630,16681924,WEcoS,"2026-08-08 04:43:42",651.6,2,aungkhainghtun
1631,16657601,Simon,"2026-08-05 15:59:44",651.6,2,benten10
1632,16661397,"T. Scharf","2026-08-05 02:54:36",651.1,2,scharf
1633,16668612,"raffael prem","2026-08-06 08:02:13",651.0,2,raffaelprem
1634,16662060,"Richard Valino","2026-08-06 16:03:36",650.9,2,richardvalino
1635,16660462,"Vishwanath N Iyer","2026-08-07 07:22:17",650.8,2,vishwanathniyer
1636,16656410,Sam,"2026-08-08 05:31:45",650.0,2,beartrader
1637,16662313,"Maximus Sambucetti","2026-08-07 20:15:04",649.6,2,maximussambucetti
1638,16637255,"Peter Parker","2026-08-08 02:13:30",649.5,2,superallen001
1639,16682707,"AJAY KUMAR","2026-08-07 19:13:08",649.2,2,worldsslayer
1640,16674308,"Ayush Roy","2026-08-06 20:28:57",649.1,2,ayushroy39
1641,16660955,"Nihal l.suvarna","2026-08-06 03:17:31",646.4,2,nihallsuvarna
1642,16679443,"Alexander Buslaev","2026-08-07 23:37:22",646.1,2,albuslaev
1643,16662618,"Soledad Santiago","2026-08-07 18:47:31",646.1,2,soledadsantiago
1644,16664502,"Alejandro Morales","2026-08-07 03:31:36",646.0,1,langley96
1645,16662751,ZeD,"2026-08-06 10:11:24",645.8,2,hussamcheema
1646,16659183,"Leonard Yaw Mensah","2026-08-05 02:22:25",645.0,2,leonardyawmensah
1647,16659261,PromptEngineer48,"2026-08-04 16:44:46",644.6,2,promptengineer48
1648,16673359,hasshi7965,"2026-08-07 01:48:10",643.6,2,hasshi7965
1649,16647607,pumpkin,"2026-08-07 13:57:58",643.2,2,gealachpumpkin
1650,16668678,"Madhur Sabherwal","2026-08-08 01:54:42",643.1,2,madhur321
1651,16669643,"Athenix Kaggriculture","2026-08-08 02:23:22",643.1,2,sdafdsfsdfgdsg
1652,16632368,"Yuelin Bai","2026-08-03 08:15:12",643.1,2,paralym
1653,16640399,Hubbahub,"2026-08-04 20:40:39",642.8,2,hubbahub
1654,16667994,"Zhian Wei","2026-08-06 14:19:42",642.8,2,zh1anwe1
1655,16671680,"Joe Hall","2026-08-06 16:37:20",641.9,2,halljr
1656,16670274,"dankwa wadie","2026-08-06 21:11:22",641.3,2,dankwawadie
1657,16670218,"What is Coding?","2026-08-07 01:47:17",641.3,2,matthewshvarts
1658,16675457,"Ramana Prabhu Sana","2026-08-06 12:33:34",640.8,2,ramanaprabhusana
1659,16661432,"Ange Adantchede","2026-08-06 02:19:57",640.0,2,angeadantchede
1660,16654347,"aarav maheshwari1","2026-08-05 01:48:28",639.9,2,aaravmaheshwari1
1661,16657929,Robert-zwr,"2026-08-05 11:15:48",639.9,1,robertzwr
1662,16649077,"Yifan Yang 135","2026-08-06 17:08:28",639.7,2,yifanyang135
1663,16668324,"Alden Jenish S","2026-08-06 14:02:09",638.8,2,aldenjenishs
1664,16641536,"Michael Timbs","2026-08-08 03:28:41",638.3,2,michaeltimbs
1665,16654970,"Maycon Coutinho","2026-08-08 00:20:35",638.2,2,coutinhomaycon
1666,16645870,"Barathan Aslan","2026-08-03 08:21:55",637.6,2,barathanaslan
1667,16668162,AlejandroAlvarez,"2026-08-05 18:47:47",637.6,2,theworm
1668,16667025,"Anjitha Mekkayil Anand ","2026-08-07 08:51:15",637.1,2,anjithamekkayilanand
1669,16656797,"رحيم محمد","2026-08-04 20:05:45",637.0,2,darkmaxedwe
1670,16665865,"Agrippa Beaulieu","2026-08-06 23:47:20",637.0,2,agrippabeaulieu
1671,16668298,"Riki Garcia","2026-08-06 03:28:32",636.7,2,rikigarcia
1672,16659294,"Muhammad Rafzan","2026-08-07 15:46:52",636.3,2,revianalfariz
1673,16669165,"IT Neko","2026-08-07 15:44:59",636.2,2,"nirvaanaa,zhexuanyecust"
1674,16627463,dnish,"2026-08-05 07:37:16",635.6,2,dnishio
1675,16621683,Shivangoudaa,"2026-08-08 00:00:58",635.6,2,ishivapatil
1676,16666301,"James Felipe","2026-08-07 07:19:17",635.5,2,jamesfelipe
1677,16632294,"Rajan Nagarajan","2026-07-31 15:09:53",634.6,2,narajan
1678,16673324,Amaranta,"2026-08-08 00:40:33",634.2,2,ulyanovantonamaranta
1679,16630163,"SEREENA JERRY","2026-08-06 08:59:17",634.0,2,serenajerry
1680,16663999,"Colton Martin","2026-08-07 22:25:48",633.4,2,coltonmartinnn
1681,16662938,CarlitrosParra,"2026-08-05 21:34:52",633.1,2,carlitrosparra
1682,16665080,"RAVI KUMAR696996","2026-08-05 06:14:29",632.6,2,ravikumar696996
1683,16675503,"Jeff Marc E. Cadet","2026-08-07 00:55:08",632.6,2,jeffmarcecadet
1684,16669843,"hikaru kitagawa","2026-08-07 15:32:11",632.4,2,hikarukitagawa
1685,16631919,"Ghinwa Allaoui","2026-08-04 16:27:17",632.1,1,ghinwaallaoui
1686,16621499,"Alexandr Utkov","2026-08-01 00:21:43",631.1,2,alexandrutkov
1687,16666784,"Michał Łapiński","2026-08-06 13:30:00",631.0,2,michaapiski
1688,16658677,大山,"2026-08-07 06:20:21",630.3,2,mapodoufu
1689,16682283,jwj1342,"2026-08-07 19:21:15",630.0,1,"jwj1342,liaodid"
1690,16644577,"Arthur Merritt","2026-08-04 07:11:11",629.8,2,jarthuph
1691,16670719,SimoImane,"2026-08-05 23:36:09",629.8,2,simoimane
1692,16686155,bugmaker,"2026-08-07 16:49:23",629.7,2,yyyyhhhhwww
1693,16670634,"Narayan Sharan","2026-08-07 21:13:42",629.6,2,narayansharan
1694,16663188,"Ethan Feng","2026-08-05 22:09:38",629.1,2,xenon111231
1695,16650930,"Govind Sharma","2026-08-05 11:24:50",629.1,2,govindsarswat
1696,16635509,simmons1025,"2026-08-02 15:15:19",628.7,2,simmons1025
1697,16685570,"Micah Fernando","2026-08-07 19:46:31",627.9,2,micahfernando
1698,16648589,"Yilan Zhu","2026-08-05 11:23:23",627.4,2,yilanzhu
1699,16675997,"Rintaro Moriwaki","2026-08-06 15:52:11",627.3,2,rintaromoriwaki
1700,16674174,"Ramesh Arvind","2026-08-07 08:54:30",626.6,2,rameshln
1701,16638823,YDDDDDD999,"2026-08-02 14:01:40",626.3,2,ydddddd999
1702,16668748,Nosiru,"2026-08-08 02:32:40",626.0,2,nosiru
1703,16625216,"Emre Can","2026-08-01 17:05:51",625.5,2,seicatsu
1704,16675477,"Joanne Yun","2026-08-07 13:40:53",624.9,2,joannejyun
1705,16660089,ChristosGrigoras,"2026-08-07 22:41:49",624.8,2,cgrigoras
1706,16655069,"Jason Harrison","2026-08-05 20:56:59",624.6,2,jasonharrisonco
1707,16661927,JHCodeQuest,"2026-08-06 23:31:22",624.6,2,josephkhassan
1708,16663922,MoongladeAI,"2026-08-07 21:30:17",624.5,2,moongladeai
1709,16640504,"Recep Öztürk","2026-08-06 11:38:41",624.3,2,rcpztrrk1
1710,16676259,Th_Gbay,"2026-08-07 19:52:23",624.0,2,thgbay
1711,16661105,"Vignesh Murugan","2026-08-04 19:57:46",623.3,2,vigneshv1cky
1712,16660364,dadandsats,"2026-08-07 17:23:04",621.3,2,continuingdev
1713,16654984,"Guseinov Elvin","2026-08-06 19:32:32",621.2,2,guseinovelvin
1714,16662486,"KOTHAPALLI DILEEP","2026-08-05 21:46:53",620.6,2,kothapallidileep
1715,16664415,"Imerson Krysthio","2026-08-07 13:08:50",620.4,2,imersonk
1716,16630372,Q.qlmmm,"2026-08-03 21:38:41",619.8,2,qlammi
1717,16678609,quantcrypto3,"2026-08-08 03:00:10",619.4,2,quantcrypto3
1718,16665364,"Shien Zhang","2026-08-06 06:50:46",619.4,1,shienzhang
1719,16661507,Siddharth1984,"2026-08-06 13:39:22",619.0,2,siddharth1984
1720,16665436,Aeternum,"2026-08-06 20:14:13",619.0,2,"donbinoy2004,surajkumarks"
1721,16653429,mktdev,"2026-08-08 03:32:11",618.7,2,mktdev
1722,16668185,"Swayam Chavan","2026-08-08 07:06:11",617.8,2,swamboy
1723,16632105,"shreyas sangalad","2026-08-02 12:01:08",617.7,2,spoortisangalad
1724,16670155,Kiznaiver,"2026-08-07 20:29:30",617.6,2,kiznaiver
1725,16623399,Kendamarron,"2026-07-31 09:12:48",617.1,2,kazuhirokuriyama
1726,16657671,RacoonTW,"2026-08-07 10:30:45",616.9,2,racoontw
1727,16679767,"Denis Mekhanikov","2026-08-08 05:50:12",616.9,2,denismekhanikov
1728,16622420,RuiFSPinto,"2026-08-07 12:15:08",616.7,2,ruifspinto
1729,16669470,"ASDM HUB","2026-08-07 23:36:51",616.3,2,jesushechavarria
1730,16668108,"Suresh Chandra Mangena","2026-08-05 15:11:40",616.0,2,sureshchandramangena
1731,16664211,"Ben Wilson","2026-08-06 23:57:29",615.4,2,crispyryse
1732,16681637,nasu01,"2026-08-07 10:14:10",614.9,2,nasu01
1733,16664608,sid,"2026-08-07 18:18:04",614.8,2,sidshastri04
1734,16665641,"Alexander Shahramanyan","2026-08-06 20:39:18",614.8,2,alexshah
1735,16680562,Twu1738,"2026-08-07 11:44:22",613.7,2,twu1738
1736,16662722,"Ajeet Jain","2026-08-07 06:32:10",613.7,2,jainajeet29
1737,16627324,"Attack on Kaggle","2026-08-06 13:27:22",613.6,2,user19394494
1738,16632157,"福原 大知","2026-08-03 06:46:04",613.6,2,fxxyfox
1739,16673214,Boiga7,"2026-08-06 14:03:53",613.5,2,lewiselliot
1740,16671602,"Nithin Nambi","2026-08-07 00:09:31",613.3,2,nitthewit
1741,16654099,"Bhupin Thapa magar","2026-08-08 05:10:55",612.7,2,vupeenthapamagar
1742,16668137,"Thomas De Sousa","2026-08-06 06:34:48",612.7,2,thomasdesousa
1743,16688662,"Faz Forward","2026-08-08 06:46:28",611.7,2,fazforward
1744,16636973,"Ali Ali G","2026-08-03 18:36:40",611.6,2,alialig
1745,16638967,"Jenny Luo","2026-08-01 23:55:07",611.2,2,"jennyluo96,kyeoh92"
1746,16668154,JuanEspana,"2026-08-07 06:34:01",611.0,2,juanespana
1747,16661233,"Uriel Johnson","2026-08-05 08:45:24",610.7,2,urieljohnson
1748,16661682,"Rishi Gupta","2026-08-05 07:46:38",610.5,2,rishigupta07
1749,16645302,LuCcc,"2026-08-03 09:45:35",610.4,2,luuuuccccc
1750,16659505,"Duleeka Mevan","2026-08-06 09:32:46",610.3,2,duleekamevan
1751,16660485,"Colin Gaffney","2026-08-08 00:55:19",610.1,2,colingaffney1
1752,16654974,"ACd Rooy","2026-08-07 10:12:48",609.7,2,acdrooy
1753,16670600,"Leon Lum","2026-08-07 19:44:53",609.4,2,leonlum
1754,16645431,Amin,"2026-08-07 23:02:19",609.3,2,aminvafaei
1755,16635746,"jeon hyeon woo","2026-08-02 05:44:05",609.2,2,jeonhyeonwoo
1756,16658476,"goksel yesiller","2026-08-04 11:07:53",608.8,2,gokselyesiller
1757,16666873,"linli duan","2026-08-06 15:31:33",607.6,2,linliduan
1758,16663247,Ak,"2026-08-06 19:28:40",607.5,2,abisheksrivastav
1759,16624506,zhongtian,"2026-08-07 04:03:01",607.3,2,kmtbang
1760,16678154,"Hashim Far","2026-08-08 04:20:32",607.3,2,hashimfar
1761,16643453,Haumea,"2026-08-04 13:04:13",607.1,2,chaitanyagullapalli
1762,16660060,AnkitGoyal,"2026-08-05 15:33:29",606.8,2,goyalankit
1763,16661622,"Ergin Akın","2026-08-06 11:09:46",606.7,2,erginakin
1764,16669117,"Shrikant Lambe","2026-08-06 17:31:42",606.3,2,shrikantlambe
1765,16630548,"YJ Wee 2807","2026-08-07 12:02:38",605.9,2,yjwee2807
1766,16670070,"Kirill Molostov","2026-08-08 00:16:57",605.5,2,kirillmolostov
1767,16654394,sserges,"2026-08-04 14:41:36",605.2,2,sserges
1768,16658521,"Vishal Dhariwal","2026-08-08 06:38:03",605.1,2,user412
1769,16668606,"Hasith Kulathilaka","2026-08-08 05:56:05",604.5,2,hasithkulathilaka
1770,16654485,"Mahbub Alam","2026-08-04 02:08:23",604.1,2,mahbubalam214
1771,16679364,VicD,"2026-08-07 14:09:12",603.4,2,durandv
1772,16668589,"Gleb Naumkin","2026-08-05 22:46:26",602.2,1,glebnaumkin
1773,16659080,VENKY,"2026-08-07 17:22:03",602.1,2,venkateshthatha
1774,16675952,"Stephan Hahn","2026-08-06 20:14:09",602.0,2,stephanhahn16
1775,16668688,"Nezihe Sözen","2026-08-07 10:47:51",601.3,2,nezihesozen
1776,16676254,"Lazy Lagoon","2026-08-07 10:33:41",601.1,2,"mokshoswal137,taniyasankhe"
1777,16655600,"VYSHAKH G NAIR","2026-08-04 21:31:24",601.1,2,vyshakhgnair
1778,16655578,"Ahmed Merie","2026-08-08 07:01:51",600.4,2,aa7767
1779,16687604,Harrislrobinson,"2026-08-07 22:02:58",600.1,1,harrislrobinson
1780,16640965,jidaoluckey,"2026-08-08 07:10:45",600.0,2,jidaoluckey
1781,16674312,yuxuan,"2026-08-08 07:11:12",600.0,2,yuxuan1221
1782,16644150,"J.M.Mubasshir Rahman","2026-08-08 07:12:18",600.0,2,jmmubasshirrahman
1783,16668357,"B.Pardha Manoj Reddy","2026-08-08 07:12:57",600.0,2,pardhamanojreddy
1784,16685785,KSAI,"2026-08-08 07:13:16",600.0,2,kishan2112004
1785,16663594,"NGU BLACK SANTA","2026-08-05 15:23:10",599.5,2,ngublacksanta
